bucket,avg_fwd_ret,date,feature_set,model,horizon_days
5,-0.0017739984971227862,2023-05-31,F1_momentum,logistic_regression,1
1,0.005688927621794904,2023-06-01,F1_momentum,logistic_regression,1
2,-0.01835496351682253,2023-06-01,F1_momentum,logistic_regression,1
3,-0.005436932506466818,2023-06-01,F1_momentum,logistic_regression,1
4,0.012952472677035365,2023-06-01,F1_momentum,logistic_regression,1
5,-0.007655224623313139,2023-06-01,F1_momentum,logistic_regression,1
1,0.0051816464310312504,2023-06-02,F1_momentum,logistic_regression,1
2,-0.030807620004397074,2023-06-02,F1_momentum,logistic_regression,1
3,0.006909351476605763,2023-06-02,F1_momentum,logistic_regression,1
4,0.029945996016939036,2023-06-02,F1_momentum,logistic_regression,1
5,-0.0017584698209118788,2023-06-02,F1_momentum,logistic_regression,1
1,0.0010609388622216387,2023-06-05,F1_momentum,logistic_regression,1
2,-0.037493617391946565,2023-06-05,F1_momentum,logistic_regression,1
3,0.002207141126252421,2023-06-05,F1_momentum,logistic_regression,1
4,0.01304750510780317,2023-06-05,F1_momentum,logistic_regression,1
5,0.0005905599890194124,2023-06-05,F1_momentum,logistic_regression,1
1,0.00418309965036151,2023-06-06,F1_momentum,logistic_regression,1
2,0.009113480749511904,2023-06-06,F1_momentum,logistic_regression,1
3,0.020956603629619264,2023-06-06,F1_momentum,logistic_regression,1
4,0.004466799153953316,2023-06-06,F1_momentum,logistic_regression,1
5,0.01919146011805717,2023-06-06,F1_momentum,logistic_regression,1
1,0.001909437201063957,2023-06-07,F1_momentum,logistic_regression,1
2,0.0009869058334766034,2023-06-07,F1_momentum,logistic_regression,1
3,-0.01586905776035047,2023-06-07,F1_momentum,logistic_regression,1
4,-0.01416380329211675,2023-06-07,F1_momentum,logistic_regression,1
5,0.005789415078234383,2023-06-07,F1_momentum,logistic_regression,1
1,-0.00985379262072239,2023-06-08,F1_momentum,logistic_regression,1
2,-0.03278694802176274,2023-06-08,F1_momentum,logistic_regression,1
3,0.0025893013076424554,2023-06-08,F1_momentum,logistic_regression,1
4,-0.025151444375484444,2023-06-08,F1_momentum,logistic_regression,1
5,0.008463519506540229,2023-06-08,F1_momentum,logistic_regression,1
1,0.0038024758145835946,2023-06-09,F1_momentum,logistic_regression,1
2,0.02320420490137498,2023-06-09,F1_momentum,logistic_regression,1
3,0.0167293642557097,2023-06-09,F1_momentum,logistic_regression,1
4,0.012039071785285405,2023-06-09,F1_momentum,logistic_regression,1
5,0.014016454604538708,2023-06-09,F1_momentum,logistic_regression,1
1,-0.014078254869279716,2023-06-12,F1_momentum,logistic_regression,1
2,0.0007021143904097915,2023-06-12,F1_momentum,logistic_regression,1
3,-0.018301126079092178,2023-06-12,F1_momentum,logistic_regression,1
4,0.006632004119661694,2023-06-12,F1_momentum,logistic_regression,1
5,-0.007533069914612944,2023-06-12,F1_momentum,logistic_regression,1
1,0.008645865714912104,2023-06-13,F1_momentum,logistic_regression,1
2,0.01892865900591434,2023-06-13,F1_momentum,logistic_regression,1
3,-0.010561355825176422,2023-06-13,F1_momentum,logistic_regression,1
4,0.004634642492004959,2023-06-13,F1_momentum,logistic_regression,1
5,-0.0016769639512717038,2023-06-13,F1_momentum,logistic_regression,1
1,0.0026775959262763105,2023-06-14,F1_momentum,logistic_regression,1
2,-0.0118479683171816,2023-06-14,F1_momentum,logistic_regression,1
3,0.013036297300204391,2023-06-14,F1_momentum,logistic_regression,1
4,0.0013451608094061651,2023-06-14,F1_momentum,logistic_regression,1
5,0.0010989310890396897,2023-06-14,F1_momentum,logistic_regression,1
1,-0.011933983430087725,2023-06-15,F1_momentum,logistic_regression,1
2,0.0004573734274939678,2023-06-15,F1_momentum,logistic_regression,1
3,0.0054345289567445665,2023-06-15,F1_momentum,logistic_regression,1
4,0.01671895718022154,2023-06-15,F1_momentum,logistic_regression,1
5,-0.011960807783845784,2023-06-15,F1_momentum,logistic_regression,1
1,0.03647231853207222,2023-06-16,F1_momentum,logistic_regression,1
2,0.03745509118632051,2023-06-16,F1_momentum,logistic_regression,1
3,0.020465397435865618,2023-06-16,F1_momentum,logistic_regression,1
4,-0.015260939302465526,2023-06-16,F1_momentum,logistic_regression,1
5,0.01742309142792403,2023-06-16,F1_momentum,logistic_regression,1
1,-0.004789242171972796,2023-06-19,F1_momentum,logistic_regression,1
2,0.010290776733876461,2023-06-19,F1_momentum,logistic_regression,1
3,-0.019475518842687223,2023-06-19,F1_momentum,logistic_regression,1
4,-0.015845712488438912,2023-06-19,F1_momentum,logistic_regression,1
5,-0.0011694142231186144,2023-06-19,F1_momentum,logistic_regression,1
1,0.0022992758420757875,2023-06-20,F1_momentum,logistic_regression,1
2,0.035870813134502466,2023-06-20,F1_momentum,logistic_regression,1
3,-0.0006170946163271962,2023-06-20,F1_momentum,logistic_regression,1
4,-0.0021289374314535925,2023-06-20,F1_momentum,logistic_regression,1
5,0.022892928283488878,2023-06-20,F1_momentum,logistic_regression,1
1,0.016161399755063588,2023-06-21,F1_momentum,logistic_regression,1
2,0.03173808091684349,2023-06-21,F1_momentum,logistic_regression,1
3,0.0006577185312129363,2023-06-21,F1_momentum,logistic_regression,1
4,0.0034343729420132085,2023-06-21,F1_momentum,logistic_regression,1
5,0.005365012976747796,2023-06-21,F1_momentum,logistic_regression,1
1,-0.015720183080840222,2023-06-22,F1_momentum,logistic_regression,1
2,-0.003045530115530992,2023-06-22,F1_momentum,logistic_regression,1
3,-0.016297510422864925,2023-06-22,F1_momentum,logistic_regression,1
4,-0.03198006925410135,2023-06-22,F1_momentum,logistic_regression,1
5,-0.008285645333911906,2023-06-22,F1_momentum,logistic_regression,1
1,0.0016723412306143826,2023-06-23,F1_momentum,logistic_regression,1
2,0.008984268614707913,2023-06-23,F1_momentum,logistic_regression,1
3,0.014957551744333109,2023-06-23,F1_momentum,logistic_regression,1
4,0.0026574245936470398,2023-06-23,F1_momentum,logistic_regression,1
5,0.010429835607570326,2023-06-23,F1_momentum,logistic_regression,1
1,-0.017172033197042025,2023-06-26,F1_momentum,logistic_regression,1
2,0.0015367433108870454,2023-06-26,F1_momentum,logistic_regression,1
3,-0.016015429436827433,2023-06-26,F1_momentum,logistic_regression,1
4,-0.0011137645662949724,2023-06-26,F1_momentum,logistic_regression,1
5,0.005869345233232903,2023-06-26,F1_momentum,logistic_regression,1
1,-0.00011340348095834063,2023-06-27,F1_momentum,logistic_regression,1
2,-0.017282450054882714,2023-06-27,F1_momentum,logistic_regression,1
3,-0.00020094265585779425,2023-06-27,F1_momentum,logistic_regression,1
4,-0.015020285750845908,2023-06-27,F1_momentum,logistic_regression,1
5,0.012525412569462269,2023-06-27,F1_momentum,logistic_regression,1
1,0.00990081766815376,2023-06-28,F1_momentum,logistic_regression,1
2,0.001687267331097253,2023-06-28,F1_momentum,logistic_regression,1
3,-0.0033246053978850387,2023-06-28,F1_momentum,logistic_regression,1
4,-0.013696615054672456,2023-06-28,F1_momentum,logistic_regression,1
5,-0.005882840107853671,2023-06-28,F1_momentum,logistic_regression,1
1,-0.014132898701110008,2023-06-29,F1_momentum,logistic_regression,1
2,-0.0036769202636411924,2023-06-29,F1_momentum,logistic_regression,1
3,0.0005996993165710007,2023-06-29,F1_momentum,logistic_regression,1
4,-0.006858626179076843,2023-06-29,F1_momentum,logistic_regression,1
5,0.0015155134952827276,2023-06-29,F1_momentum,logistic_regression,1
1,-0.0159038373956491,2023-06-30,F1_momentum,logistic_regression,1
2,-0.02457377477768863,2023-06-30,F1_momentum,logistic_regression,1
3,0.006313980539173536,2023-06-30,F1_momentum,logistic_regression,1
4,0.004301268342972175,2023-06-30,F1_momentum,logistic_regression,1
5,-0.007167317985199706,2023-06-30,F1_momentum,logistic_regression,1
1,0.03209878216169981,2023-07-03,F1_momentum,logistic_regression,1
2,0.01919516486860129,2023-07-03,F1_momentum,logistic_regression,1
3,0.024929870834083934,2023-07-03,F1_momentum,logistic_regression,1
4,-0.00285018724696684,2023-07-03,F1_momentum,logistic_regression,1
5,-0.0013240956197921316,2023-07-03,F1_momentum,logistic_regression,1
1,-0.0072315003244265985,2023-07-04,F1_momentum,logistic_regression,1
2,0.011205585207733515,2023-07-04,F1_momentum,logistic_regression,1
3,0.017779572025689028,2023-07-04,F1_momentum,logistic_regression,1
4,0.01580610585984288,2023-07-04,F1_momentum,logistic_regression,1
5,-0.0012662467174529568,2023-07-04,F1_momentum,logistic_regression,1
1,0.022547382305330266,2023-07-05,F1_momentum,logistic_regression,1
2,0.001895452492032712,2023-07-05,F1_momentum,logistic_regression,1
3,0.018789520021900485,2023-07-05,F1_momentum,logistic_regression,1
4,0.013591107686117043,2023-07-05,F1_momentum,logistic_regression,1
5,0.024440010399983447,2023-07-05,F1_momentum,logistic_regression,1
1,-0.00826797016921188,2023-07-06,F1_momentum,logistic_regression,1
2,0.01320986742194652,2023-07-06,F1_momentum,logistic_regression,1
3,0.007856795579555709,2023-07-06,F1_momentum,logistic_regression,1
4,0.013499970474460055,2023-07-06,F1_momentum,logistic_regression,1
5,0.007685708352544618,2023-07-06,F1_momentum,logistic_regression,1
1,0.0159776801428817,2023-07-07,F1_momentum,logistic_regression,1
2,0.004956561687939676,2023-07-07,F1_momentum,logistic_regression,1
3,0.006726395421507214,2023-07-07,F1_momentum,logistic_regression,1
4,0.008299019586474055,2023-07-07,F1_momentum,logistic_regression,1
5,0.015232685664738066,2023-07-07,F1_momentum,logistic_regression,1
1,-0.01271963362427847,2023-07-10,F1_momentum,logistic_regression,1
2,-0.02813739144148497,2023-07-10,F1_momentum,logistic_regression,1
3,-0.004164916978273037,2023-07-10,F1_momentum,logistic_regression,1
4,-0.02737126645050414,2023-07-10,F1_momentum,logistic_regression,1
5,-0.024689118643830443,2023-07-10,F1_momentum,logistic_regression,1
1,0.002124736182265996,2023-07-11,F1_momentum,logistic_regression,1
2,0.0044339381066811345,2023-07-11,F1_momentum,logistic_regression,1
3,-0.008329813103071737,2023-07-11,F1_momentum,logistic_regression,1
4,-0.005878045209004701,2023-07-11,F1_momentum,logistic_regression,1
5,0.005046860059740532,2023-07-11,F1_momentum,logistic_regression,1
1,-0.02067001273967245,2023-07-12,F1_momentum,logistic_regression,1
2,0.0019306371762761732,2023-07-12,F1_momentum,logistic_regression,1
3,0.003515572259555455,2023-07-12,F1_momentum,logistic_regression,1
4,0.003995496889260819,2023-07-12,F1_momentum,logistic_regression,1
5,5.309249708801422e-05,2023-07-12,F1_momentum,logistic_regression,1
1,0.01549143170622258,2023-07-13,F1_momentum,logistic_regression,1
2,0.005460679850518124,2023-07-13,F1_momentum,logistic_regression,1
3,0.0075974269243216375,2023-07-13,F1_momentum,logistic_regression,1
4,0.03195352543415364,2023-07-13,F1_momentum,logistic_regression,1
5,0.0031855825144688765,2023-07-13,F1_momentum,logistic_regression,1
1,-0.0024519940003379093,2023-07-14,F1_momentum,logistic_regression,1
2,-0.009441709946686805,2023-07-14,F1_momentum,logistic_regression,1
3,-0.01050523529463998,2023-07-14,F1_momentum,logistic_regression,1
4,-0.015452604254181379,2023-07-14,F1_momentum,logistic_regression,1
5,-0.010432028958501427,2023-07-14,F1_momentum,logistic_regression,1
1,-0.00388178099791342,2023-07-17,F1_momentum,logistic_regression,1
2,0.0005031766591263587,2023-07-17,F1_momentum,logistic_regression,1
3,-0.0005444048848339267,2023-07-17,F1_momentum,logistic_regression,1
4,0.009141521490215299,2023-07-17,F1_momentum,logistic_regression,1
5,-0.010309637408628614,2023-07-17,F1_momentum,logistic_regression,1
1,0.008003820770397851,2023-07-18,F1_momentum,logistic_regression,1
2,0.04315891524148108,2023-07-18,F1_momentum,logistic_regression,1
3,0.026215263889804552,2023-07-18,F1_momentum,logistic_regression,1
4,-0.00046778238774858316,2023-07-18,F1_momentum,logistic_regression,1
5,0.018391954501017493,2023-07-18,F1_momentum,logistic_regression,1
1,0.017933816560432247,2023-07-19,F1_momentum,logistic_regression,1
2,-0.016061785577073828,2023-07-19,F1_momentum,logistic_regression,1
3,-0.010266693965319762,2023-07-19,F1_momentum,logistic_regression,1
4,-0.018981106624542776,2023-07-19,F1_momentum,logistic_regression,1
5,-0.008769731736039232,2023-07-19,F1_momentum,logistic_regression,1
1,-0.005817173832915412,2023-07-20,F1_momentum,logistic_regression,1
2,0.025875168221675127,2023-07-20,F1_momentum,logistic_regression,1
3,0.010662704273874168,2023-07-20,F1_momentum,logistic_regression,1
4,-0.014556772059698186,2023-07-20,F1_momentum,logistic_regression,1
5,0.017763288404565203,2023-07-20,F1_momentum,logistic_regression,1
1,-0.010197673184332678,2023-07-21,F1_momentum,logistic_regression,1
2,0.005118310055975961,2023-07-21,F1_momentum,logistic_regression,1
3,-0.011485303407882341,2023-07-21,F1_momentum,logistic_regression,1
4,0.002601092164314922,2023-07-21,F1_momentum,logistic_regression,1
5,0.011180240109682327,2023-07-21,F1_momentum,logistic_regression,1
1,0.0008837879337574295,2023-07-24,F1_momentum,logistic_regression,1
2,-0.008987781994321264,2023-07-24,F1_momentum,logistic_regression,1
3,0.009022575675802225,2023-07-24,F1_momentum,logistic_regression,1
4,0.0012066106799555332,2023-07-24,F1_momentum,logistic_regression,1
5,-0.004749393620327669,2023-07-24,F1_momentum,logistic_regression,1
1,0.002729190287484695,2023-07-25,F1_momentum,logistic_regression,1
2,0.021946795352679294,2023-07-25,F1_momentum,logistic_regression,1
3,-0.01344517645419313,2023-07-25,F1_momentum,logistic_regression,1
4,-0.004563429012757081,2023-07-25,F1_momentum,logistic_regression,1
5,0.004311979126713161,2023-07-25,F1_momentum,logistic_regression,1
1,0.016760493107484398,2023-07-26,F1_momentum,logistic_regression,1
2,0.03148921343156852,2023-07-26,F1_momentum,logistic_regression,1
3,0.01235936136805571,2023-07-26,F1_momentum,logistic_regression,1
4,0.0008954677438388625,2023-07-26,F1_momentum,logistic_regression,1
5,0.004890270228647076,2023-07-26,F1_momentum,logistic_regression,1
1,0.013116207722605355,2023-07-27,F1_momentum,logistic_regression,1
2,0.03608681545652703,2023-07-27,F1_momentum,logistic_regression,1
3,0.013622157873966478,2023-07-27,F1_momentum,logistic_regression,1
4,0.016577844838990607,2023-07-27,F1_momentum,logistic_regression,1
5,0.01490431171877249,2023-07-27,F1_momentum,logistic_regression,1
1,0.020595747898600192,2023-07-28,F1_momentum,logistic_regression,1
2,0.028821130949565843,2023-07-28,F1_momentum,logistic_regression,1
3,0.009186558815892476,2023-07-28,F1_momentum,logistic_regression,1
4,0.03047338577361547,2023-07-28,F1_momentum,logistic_regression,1
5,0.01082394233625339,2023-07-28,F1_momentum,logistic_regression,1
1,0.010333680700407744,2023-07-31,F1_momentum,logistic_regression,1
2,-0.0010016606929224015,2023-07-31,F1_momentum,logistic_regression,1
3,0.014000591856496936,2023-07-31,F1_momentum,logistic_regression,1
4,-0.013325425748371256,2023-07-31,F1_momentum,logistic_regression,1
5,-0.014174774401594814,2023-07-31,F1_momentum,logistic_regression,1
1,0.006626677952369153,2023-08-01,F1_momentum,logistic_regression,1
2,-0.009962821496635632,2023-08-01,F1_momentum,logistic_regression,1
3,0.003600820302758212,2023-08-01,F1_momentum,logistic_regression,1
4,-0.0027145773989668553,2023-08-01,F1_momentum,logistic_regression,1
5,0.009048162303382457,2023-08-01,F1_momentum,logistic_regression,1
1,-0.007623713189057579,2023-08-02,F1_momentum,logistic_regression,1
2,-0.012092662098052043,2023-08-02,F1_momentum,logistic_regression,1
3,-0.008904468025973333,2023-08-02,F1_momentum,logistic_regression,1
4,-0.01391608635963204,2023-08-02,F1_momentum,logistic_regression,1
5,-0.010070557445751305,2023-08-02,F1_momentum,logistic_regression,1
1,0.0019354773467694097,2023-08-03,F1_momentum,logistic_regression,1
2,0.00019225966279368123,2023-08-03,F1_momentum,logistic_regression,1
3,0.009106896756031269,2023-08-03,F1_momentum,logistic_regression,1
4,-0.02569026978467226,2023-08-03,F1_momentum,logistic_regression,1
5,0.007535092989841452,2023-08-03,F1_momentum,logistic_regression,1
1,0.012621146302040809,2023-08-04,F1_momentum,logistic_regression,1
2,0.008612021115757651,2023-08-04,F1_momentum,logistic_regression,1
3,0.021962391508815182,2023-08-04,F1_momentum,logistic_regression,1
4,0.028934352545702646,2023-08-04,F1_momentum,logistic_regression,1
5,0.0017642399392965302,2023-08-04,F1_momentum,logistic_regression,1
1,-0.0013207529230276904,2023-08-07,F1_momentum,logistic_regression,1
2,0.009398435915719983,2023-08-07,F1_momentum,logistic_regression,1
3,0.01156571862358391,2023-08-07,F1_momentum,logistic_regression,1
4,0.030542223592710416,2023-08-07,F1_momentum,logistic_regression,1
5,0.005469254745291585,2023-08-07,F1_momentum,logistic_regression,1
1,0.0045389846779321785,2023-08-08,F1_momentum,logistic_regression,1
2,0.007440381232792115,2023-08-08,F1_momentum,logistic_regression,1
3,-0.017755690361477283,2023-08-08,F1_momentum,logistic_regression,1
4,0.009886688292798373,2023-08-08,F1_momentum,logistic_regression,1
5,-0.0015982987663542003,2023-08-08,F1_momentum,logistic_regression,1
1,0.012146037316589253,2023-08-09,F1_momentum,logistic_regression,1
2,-0.002439126909996703,2023-08-09,F1_momentum,logistic_regression,1
3,0.014729400831054784,2023-08-09,F1_momentum,logistic_regression,1
4,0.012659995173611494,2023-08-09,F1_momentum,logistic_regression,1
5,0.0047501157183905685,2023-08-09,F1_momentum,logistic_regression,1
1,-0.009468515165920566,2023-08-10,F1_momentum,logistic_regression,1
2,-0.005020301600223265,2023-08-10,F1_momentum,logistic_regression,1
3,0.012071721007691494,2023-08-10,F1_momentum,logistic_regression,1
4,-0.0029142207614440974,2023-08-10,F1_momentum,logistic_regression,1
5,0.003642959736498641,2023-08-10,F1_momentum,logistic_regression,1
1,0.0034051549703018047,2023-08-11,F1_momentum,logistic_regression,1
2,0.007046363911454856,2023-08-11,F1_momentum,logistic_regression,1
3,0.013465020417117946,2023-08-11,F1_momentum,logistic_regression,1
4,0.02399118466108896,2023-08-11,F1_momentum,logistic_regression,1
5,0.016474298888297212,2023-08-11,F1_momentum,logistic_regression,1
1,0.0030876066605958763,2023-08-14,F1_momentum,logistic_regression,1
2,-0.012666316205256378,2023-08-14,F1_momentum,logistic_regression,1
3,-0.006866504714431898,2023-08-14,F1_momentum,logistic_regression,1
4,0.014682089952533284,2023-08-14,F1_momentum,logistic_regression,1
5,0.007967021347165093,2023-08-14,F1_momentum,logistic_regression,1
1,0.004762297288383344,2023-08-15,F1_momentum,logistic_regression,1
2,0.003347962880438704,2023-08-15,F1_momentum,logistic_regression,1
3,0.011064826588528032,2023-08-15,F1_momentum,logistic_regression,1
4,-6.874108713827987e-05,2023-08-15,F1_momentum,logistic_regression,1
5,-0.010516987679509482,2023-08-15,F1_momentum,logistic_regression,1
1,-0.0021497795938845154,2023-08-16,F1_momentum,logistic_regression,1
2,0.006949429376112315,2023-08-16,F1_momentum,logistic_regression,1
3,0.004297497595776467,2023-08-16,F1_momentum,logistic_regression,1
4,0.013739814396739991,2023-08-16,F1_momentum,logistic_regression,1
5,-0.0003051543926258504,2023-08-16,F1_momentum,logistic_regression,1
1,-0.03411129150695219,2023-08-17,F1_momentum,logistic_regression,1
2,-0.033559806644209544,2023-08-17,F1_momentum,logistic_regression,1
3,-0.011247930215024793,2023-08-17,F1_momentum,logistic_regression,1
4,-0.03865961016410302,2023-08-17,F1_momentum,logistic_regression,1
5,-0.03264369858859745,2023-08-17,F1_momentum,logistic_regression,1
1,0.01179025548839402,2023-08-18,F1_momentum,logistic_regression,1
2,0.006946815811434304,2023-08-18,F1_momentum,logistic_regression,1
3,0.005589219562536385,2023-08-18,F1_momentum,logistic_regression,1
4,0.008621220700842924,2023-08-18,F1_momentum,logistic_regression,1
5,0.003906041365289492,2023-08-18,F1_momentum,logistic_regression,1
1,-0.038107366031037926,2023-08-21,F1_momentum,logistic_regression,1
2,-0.030115704123218734,2023-08-21,F1_momentum,logistic_regression,1
3,-0.04271348703679528,2023-08-21,F1_momentum,logistic_regression,1
4,-0.04907406017819127,2023-08-21,F1_momentum,logistic_regression,1
5,-0.02791711802989222,2023-08-21,F1_momentum,logistic_regression,1
1,-0.0022741176827076326,2023-08-22,F1_momentum,logistic_regression,1
2,-0.018117628100000616,2023-08-22,F1_momentum,logistic_regression,1
3,-0.0070976292000210495,2023-08-22,F1_momentum,logistic_regression,1
4,-0.005161574949366532,2023-08-22,F1_momentum,logistic_regression,1
5,-0.017070410735885888,2023-08-22,F1_momentum,logistic_regression,1
1,0.004104351130241213,2023-08-23,F1_momentum,logistic_regression,1
2,0.01807399201200255,2023-08-23,F1_momentum,logistic_regression,1
3,-0.001104038693736542,2023-08-23,F1_momentum,logistic_regression,1
4,0.01711815863438715,2023-08-23,F1_momentum,logistic_regression,1
5,0.014524985280428004,2023-08-23,F1_momentum,logistic_regression,1
1,0.013869921743788649,2023-08-24,F1_momentum,logistic_regression,1
2,0.023275695387446893,2023-08-24,F1_momentum,logistic_regression,1
3,0.013917682375404805,2023-08-24,F1_momentum,logistic_regression,1
4,0.007349556873448737,2023-08-24,F1_momentum,logistic_regression,1
5,-0.0011958116090979298,2023-08-24,F1_momentum,logistic_regression,1
1,-0.020131514587447608,2023-08-25,F1_momentum,logistic_regression,1
2,0.004718126284443791,2023-08-25,F1_momentum,logistic_regression,1
3,-0.007152138407833186,2023-08-25,F1_momentum,logistic_regression,1
4,-0.004266960560856292,2023-08-25,F1_momentum,logistic_regression,1
5,-0.013372179720001376,2023-08-25,F1_momentum,logistic_regression,1
1,-0.006613206154658213,2023-08-28,F1_momentum,logistic_regression,1
2,-0.009300465800614166,2023-08-28,F1_momentum,logistic_regression,1
3,-0.010940382238767865,2023-08-28,F1_momentum,logistic_regression,1
4,0.006952598186398262,2023-08-28,F1_momentum,logistic_regression,1
5,-0.00712912621845424,2023-08-28,F1_momentum,logistic_regression,1
1,-0.007029404989187693,2023-08-29,F1_momentum,logistic_regression,1
2,0.023429496524884463,2023-08-29,F1_momentum,logistic_regression,1
3,0.006156023686825551,2023-08-29,F1_momentum,logistic_regression,1
4,0.0034444773838784304,2023-08-29,F1_momentum,logistic_regression,1
5,0.017701510091313932,2023-08-29,F1_momentum,logistic_regression,1
1,-0.008921522758506939,2023-08-30,F1_momentum,logistic_regression,1
2,-0.015843321854957848,2023-08-30,F1_momentum,logistic_regression,1
3,-0.011159971571528982,2023-08-30,F1_momentum,logistic_regression,1
4,-0.0110966137161439,2023-08-30,F1_momentum,logistic_regression,1
5,0.0028012229660164256,2023-08-30,F1_momentum,logistic_regression,1
1,0.0314328179297384,2023-08-31,F1_momentum,logistic_regression,1
2,0.023440245121245873,2023-08-31,F1_momentum,logistic_regression,1
3,0.02022277452391652,2023-08-31,F1_momentum,logistic_regression,1
4,0.0373740420741977,2023-08-31,F1_momentum,logistic_regression,1
5,0.022696150996991182,2023-08-31,F1_momentum,logistic_regression,1
1,0.008911152972872871,2023-09-01,F1_momentum,logistic_regression,1
2,-0.015054229302775335,2023-09-01,F1_momentum,logistic_regression,1
3,-0.0030037092883843375,2023-09-01,F1_momentum,logistic_regression,1
4,-0.016686269816314936,2023-09-01,F1_momentum,logistic_regression,1
5,-0.0024526023706267774,2023-09-01,F1_momentum,logistic_regression,1
1,0.0024504926824093776,2023-09-04,F1_momentum,logistic_regression,1
2,-0.004534405529154073,2023-09-04,F1_momentum,logistic_regression,1
3,0.0017941017508452672,2023-09-04,F1_momentum,logistic_regression,1
4,-0.0032706857177957627,2023-09-04,F1_momentum,logistic_regression,1
5,0.005164452222239213,2023-09-04,F1_momentum,logistic_regression,1
1,0.022441678777423757,2023-09-05,F1_momentum,logistic_regression,1
2,0.025829982310647592,2023-09-05,F1_momentum,logistic_regression,1
3,0.01017462976753536,2023-09-05,F1_momentum,logistic_regression,1
4,0.012144574250585904,2023-09-05,F1_momentum,logistic_regression,1
5,0.01882048272410597,2023-09-05,F1_momentum,logistic_regression,1
1,-0.005236913793219056,2023-09-06,F1_momentum,logistic_regression,1
2,0.0012460840226429237,2023-09-06,F1_momentum,logistic_regression,1
3,0.009710005660865106,2023-09-06,F1_momentum,logistic_regression,1
4,0.011788037493982495,2023-09-06,F1_momentum,logistic_regression,1
5,0.006590596470500754,2023-09-06,F1_momentum,logistic_regression,1
1,-0.0007403394058925206,2023-09-07,F1_momentum,logistic_regression,1
2,-0.02595042425198557,2023-09-07,F1_momentum,logistic_regression,1
3,-0.010629627924898799,2023-09-07,F1_momentum,logistic_regression,1
4,-0.019539641048222478,2023-09-07,F1_momentum,logistic_regression,1
5,0.0011922930366517481,2023-09-07,F1_momentum,logistic_regression,1
1,-0.007814612680591249,2023-09-08,F1_momentum,logistic_regression,1
2,0.018204780829948586,2023-09-08,F1_momentum,logistic_regression,1
3,-0.00366215199402542,2023-09-08,F1_momentum,logistic_regression,1
4,-0.008227366950716464,2023-09-08,F1_momentum,logistic_regression,1
5,-0.016892182358712093,2023-09-08,F1_momentum,logistic_regression,1
1,-0.0008174444090129351,2023-09-11,F1_momentum,logistic_regression,1
2,-0.01195613668755624,2023-09-11,F1_momentum,logistic_regression,1
3,0.006898930531700986,2023-09-11,F1_momentum,logistic_regression,1
4,0.011098331124885785,2023-09-11,F1_momentum,logistic_regression,1
5,0.004977192094622718,2023-09-11,F1_momentum,logistic_regression,1
1,-0.009431127515575066,2023-09-12,F1_momentum,logistic_regression,1
2,0.004188028169038738,2023-09-12,F1_momentum,logistic_regression,1
3,-0.009619629822545495,2023-09-12,F1_momentum,logistic_regression,1
4,-0.015875601794950067,2023-09-12,F1_momentum,logistic_regression,1
5,-0.021024150817217924,2023-09-12,F1_momentum,logistic_regression,1
1,0.00951440925010838,2023-09-13,F1_momentum,logistic_regression,1
2,-0.0023030503084751075,2023-09-13,F1_momentum,logistic_regression,1
